user_id,movie_id,rating,timestamp,rank_pct
1,168,5,874965478,0.0
1,172,5,874965478,0.006134969325153374
1,165,5,874965518,0.012269938650306749
1,156,4,874965556,0.018404907975460124
1,196,5,874965677,0.024539877300613498
1,166,5,874965677,0.03067484662576687
1,187,4,874965678,0.03680981595092025
1,14,5,874965706,0.04294478527607362
1,250,4,874965706,0.049079754601226995
1,127,5,874965706,0.05521472392638037
1,181,5,874965739,0.06134969325153374
1,109,5,874965739,0.06748466257668712
1,1,5,874965758,0.0736196319018405
1,246,5,874965905,0.07975460122699386
1,248,4,874965954,0.08588957055214724
1,257,4,874965954,0.09202453987730061
1,50,5,874965954,0.09815950920245399
1,253,5,874965970,0.10429447852760736
1,249,4,874965970,0.11042944785276074
1,224,5,875071484,0.1165644171779141
1,93,5,875071484,0.12269938650306748
1,124,5,875071484,0.12883435582822086
1,19,5,875071515,0.13496932515337423
1,137,5,875071541,0.1411042944785276
1,123,4,875071541,0.147239263803681
1,146,4,875071561,0.15337423312883436
1,7,4,875071561,0.15950920245398773
1,235,5,875071589,0.1656441717791411
1,15,5,875071608,0.17177914110429449
1,25,4,875071805,0.17791411042944785
1,13,5,875071805,0.18404907975460122
1,121,4,875071823,0.1901840490797546
1,251,4,875071843,0.19631901840490798
1,236,4,875071898,0.20245398773006135
1,47,4,875072125,0.2085889570552147
1,65,4,875072125,0.2147239263803681
1,190,5,875072125,0.22085889570552147
1,114,5,875072173,0.22699386503067484
1,39,4,875072173,0.2331288343558282
1,28,4,875072173,0.2392638036809816
1,52,4,875072205,0.24539877300613497
1,238,4,875072235,0.25153374233128833
1,183,5,875072262,0.25766871165644173
1,199,4,875072262,0.26380368098159507
1,161,4,875072303,0.26993865030674846
1,95,4,875072303,0.27607361963190186
1,60,5,875072370,0.2822085889570552
1,64,5,875072404,0.2883435582822086
1,98,4,875072404,0.294478527607362
1,22,4,875072404,0.3006134969325153
1,135,4,875072404,0.3067484662576687
1,202,5,875072442,0.3128834355828221
1,163,4,875072442,0.31901840490797545
1,89,5,875072484,0.32515337423312884
1,214,4,875072520,0.3312883435582822
1,182,4,875072520,0.3374233128834356
1,48,5,875072520,0.34355828220858897
1,160,4,875072547,0.3496932515337423
1,175,5,875072547,0.3558282208588957
1,192,4,875072547,0.3619631901840491
1,128,4,875072573,0.36809815950920244
1,185,4,875072631,0.37423312883435583
1,68,4,875072688,0.3803680981595092
1,55,5,875072688,0.38650306748466257
1,204,5,875072688,0.39263803680981596
1,56,4,875072716,0.3987730061349693
1,96,5,875072716,0.4049079754601227
1,81,5,875072865,0.4110429447852761
1,151,4,875072865,0.4171779141104294
1,79,4,875072865,0.4233128834355828
1,212,4,875072895,0.4294478527607362
1,23,4,875072895,0.43558282208588955
1,84,4,875072923,0.44171779141104295
1,184,4,875072956,0.44785276073619634
1,197,5,875072956,0.4539877300613497
1,191,5,875072956,0.4601226993865031
1,134,4,875073067,0.4662576687116564
1,207,5,875073067,0.4723926380368098
1,186,4,875073128,0.4785276073619632
1,144,4,875073180,0.48466257668711654
1,174,5,875073198,0.49079754601226994
1,108,5,875240920,0.49693251533742333
1,106,4,875241390,0.5030674846625767
1,107,4,875241619,0.50920245398773
1,45,5,875241687,0.5153374233128835
1,268,5,875692927,0.5214723926380368
1,267,4,875692955,0.5276073619631901
1,150,5,876892196,0.5337423312883436
1,234,4,876892355,0.5398773006134969
1,42,5,876892425,0.5460122699386503
1,176,5,876892468,0.5521472392638037
1,91,5,876892636,0.558282208588957
1,193,4,876892654,0.5644171779141104
1,177,5,876892701,0.5705521472392638
1,216,5,876892701,0.5766871165644172
1,194,4,876892743,0.5828220858895705
1,59,5,876892817,0.588957055214724
1,133,4,876892818,0.5950920245398773
1,195,5,876892855,0.6012269938650306
1,170,5,876892856,0.6073619631901841
1,157,4,876892918,0.6134969325153374
1,223,5,876892918,0.6196319018404908
1,227,4,876892946,0.6257668711656442
1,80,4,876893008,0.6319018404907976
1,119,5,876893098,0.6380368098159509
1,206,4,876893205,0.6441717791411042
1,77,4,876893205,0.6503067484662577
1,46,4,876893230,0.656441717791411
1,269,5,877482427,0.6625766871165644
1,115,5,878541637,0.6687116564417178
1,173,5,878541803,0.6748466257668712
1,229,4,878542075,0.6809815950920245
1,203,4,878542231,0.6871165644171779
1,90,4,878542300,0.6932515337423313
1,61,4,878542420,0.6993865030674846
1,230,4,878542420,0.7055214723926381
1,162,4,878542420,0.7116564417177914
1,265,4,878542441,0.7177914110429447
1,57,5,878542459,0.7239263803680982
